id,card_number,card_name,card_alt,カードタイプ,タグ,レアリティ,色,HP,LIFE,Bloomレベル,バトンタッチ,収録商品,能力テキスト,arts,oshi_skill,sp_oshi_skill,keyword,extra,gift,illustrator,image_url,local_images,release_date
654,hBP03-090,ホロライブ言えるかな？,ホロライブ言えるかな？,サポート・イベント,,U,,,,,,ブースターパック「エリートスパーク」,自分のデッキの上から4枚を見る。その中から、Debutホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。,,,,,,,丸山奈都希,/wp-content/images/cardlist/hBP03/hBP03-090_U.png,hBP03-090_S.png;hBP03-090_U.png,
655,hBP03-091,ホロライブインドネシア1期生,ホロライブインドネシア1期生,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「エリートスパーク」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#ID1期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,SAKON,/wp-content/images/cardlist/hBP03/hBP03-091_U.png,hBP03-091_S.png;hBP03-091_U.png,
656,hBP03-092,ホロライブ0期生,ホロライブ0期生,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「エリートスパーク」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#0期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,misyune,/wp-content/images/cardlist/hBP03/hBP03-092_U.png,hBP03-092_P.png;hBP03-092_S.png;hBP03-092_U.png,
657,hBP03-093,ホロライブ4期生,ホロライブ4期生,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「エリートスパーク」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#4期生を持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,成海七海,/wp-content/images/cardlist/hBP03/hBP03-093_U.png,hBP03-093_02_P.png;hBP03-093_S.png;hBP03-093_U.png;hBP03-093_U_02.png,
658,hBP03-094,FPS配信,FPS配信,サポート・イベント・LIMITED,,U,,,,,,ブースターパック「エリートスパーク」,"このカードは、自分の手札がこのカードを含まずに6枚以下でなければ使えない。
自分のデッキの上から4枚を見る。その中から、#シューターを持つホロメンを好きな枚数公開し、公開したホロメンを手札に加える。そして残ったカードを好きな順でデッキの下に戻す。
LIMITED：ターンに１枚しか使えない。",,,,,,,Gum Shrew,/wp-content/images/cardlist/hBP03/hBP03-094_U.png,hBP03-094_S.png;hBP03-094_U.png,
659,hBP03-095,ホロキャップ,ホロキャップ,サポート・ツール,,C,,,,,,ブースターパック「エリートスパーク」,"◆DebutホロメンかSpotホロメンに付いていたら能力追加
■このツールが付いているホロメンのHP+30。
■このツールが付いているホロメンは相手から特殊ダメージを受けない。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,ぱとり,/wp-content/images/cardlist/hBP03/hBP03-095_C.png,hBP03-095_C.png;hBP03-095_S.png,
660,hBP03-096,ライフル,ライフル,サポート・ツール,,U,,,,,,ブースターパック「エリートスパーク」,"このツールが付いているホロメンのアーツ+10。
◆#シューターを持つ1st以上のホロメンに付いていたら能力追加
このツールが付いているホロメンが、相手のホロメン1人に与える特殊ダメージ+10。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,わにたろー。,/wp-content/images/cardlist/hBP03/hBP03-096_U.png,hBP03-096_S.png;hBP03-096_U.png,
661,hBP03-097,リコーダー,リコーダー,サポート・ツール,,C,,,,,,ブースターパック「エリートスパーク」,"このツールが付いているホロメンのアーツ+10。
◆1st以上の〈音乃瀬奏〉に付いていたら能力追加
このツールが付いているホロメンが相手のホロメンをダウンさせた時、自分のデッキを1枚引く。
ツールは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,住咲ゆづな,/wp-content/images/cardlist/hBP03/hBP03-097_C.png,hBP03-097_C.png;hBP03-097_S.png,
662,hBP03-098,金時,金時,サポート・マスコット,,U,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのHP+20。
◆〈さくらみこ〉に付いていたら能力追加
このマスコットが付いているホロメンがコラボした時、自分のデッキを1枚引く。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-098_U.png,hBP03-098_S.png;hBP03-098_U.png,
663,hBP03-099,マグチ,マグチ,サポート・マスコット,,C,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのアーツ+10。
◆〈さくらみこ〉に付いていたら能力追加
このマスコットが付いているホロメンがコラボした時、このターンの間、自分のセンターホロメンの〈さくらみこ〉のアーツ+10。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-099_C.png,hBP03-099_C.png;hBP03-099_S.png,
664,hBP03-100,ペロ,ペロ,サポート・マスコット,,C,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのHP+20。
◆〈フワワ・アビスガード〉か〈モココ・アビスガード〉に付いていたら能力追加
このマスコットが付いているホロメンのアーツに必要なエールの色すべてを無色エールにする。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-100_C.png,hBP03-100_C.png;hBP03-100_S.png,
665,hBP03-101,ビビ,ビビ,サポート・マスコット,,C,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのHP+20。
◆〈常闇トワ〉に付いていたら能力追加
このマスコットが付いているホロメンが、相手のホロメン1人に与える特殊ダメージ+10。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-101_C.png,hBP03-101_C.png;hBP03-101_S.png,
666,hBP03-102,フトイヌ,フトイヌ,サポート・マスコット,,U,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのアーツ+10。
◆〈戌神ころね〉に付いていたら能力追加
このマスコットが付いているホロメンがコラボした時、自分のアーカイブの黄エール1枚をこのホロメンに送れる。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-102_U.png,hBP03-102_S.png;hBP03-102_U.png,
667,hBP03-103,ホソイヌ,ホソイヌ,サポート・マスコット,,C,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのアーツ+10。
◆〈戌神ころね〉に付いていたら能力追加
このマスコットが付いているホロメンがダウンした時、自分のホロパワー1枚をアーカイブできる：このマスコットを手札に戻す。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-103_C.png,hBP03-103_C.png;hBP03-103_S.png,
668,hBP03-104,Riscot,Riscot,サポート・マスコット,,C,,,,,,ブースターパック「エリートスパーク」,"このマスコットが付いているホロメンのアーツ+10。
◆〈アユンダ・リス〉に付いていたら能力追加
このマスコットが付いているホロメンがコラボした時、自分のステージのエール1枚を、このホロメンに付け替えられる。
マスコットは、自分のホロメン1人につき1枚だけ付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-104_C.png,hBP03-104_C.png;hBP03-104_S.png,
669,hBP03-105,ルーナイト,ルーナイト,サポート・ファン,,U,,,,,,ブースターパック「エリートスパーク」|ブースターパック「アヤカシヴァーミリオン」,"相手のターンで、このファンが付いているホロメンがダメージを受ける時、このファンをアーカイブできる：このファンが付いていたホロメンの受けるダメージ-30。
このファンは、自分の〈姫森ルーナ〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/COMMON/hBP03-105_U.png,hBP03-105_P_02.png;hBP03-105_S.png;hBP03-105_U.png,
670,hBP03-106,SSRB,SSRB,サポート・ファン,,C,,,,,,ブースターパック「エリートスパーク」,"このファンが付いているホロメンの能力でエールをアーカイブする時、アーカイブするエール1枚のかわりに、このファンをアーカイブできる。
このファンは、自分の〈獅白ぼたん〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-106_C.png,hBP03-106_C.png;hBP03-106_S.png,
671,hBP03-107,35P,35P,サポート・ファン,,U,,,,,,ブースターパック「エリートスパーク」,"■このファンが付いているホロメンがアーツを使う時、このファンを赤エールとしても扱う。
■このファンが付いているホロメンがダウンした時、相手は、自身のデッキを1枚引ける。
このファンは、自分の〈さくらみこ〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-107_U.png,hBP03-107_P.png;hBP03-107_S.png;hBP03-107_U.png,
672,hBP03-108,はあとん,はあとん,サポート・ファン,#白上'sキャラクター,C,,,,,,ブースターパック「エリートスパーク」,"このファンが付いているホロメンが能力でサイコロを振った時、このファンをアーカイブできる：そのサイコロの結果をすべて無くし、はじめからサイコロを振り直す。
このファンは、自分の〈赤井はあと〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-108_C.png,hBP03-108_C.png;hBP03-108_S.png,
673,hBP03-109,Ruffians,Ruffians,サポート・ファン,,C,,,,,,ブースターパック「エリートスパーク」,"相手のターンで、このファンが付いているホロメンがダウンした時、自分のアーカイブの青エール1枚を、自分の〈フワワ・アビスガード〉に送れる。
このファンは、自分の〈フワワ・アビスガード〉か〈モココ・アビスガード〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-109_C.png,hBP03-109_C.png;hBP03-109_S.png,
674,hBP03-110,ろぼさー,ろぼさー,サポート・ファン,,U,,,,,,ブースターパック「エリートスパーク」|ブースターパック「アヤカシヴァーミリオン」,"■このファンが付いているホロメンがアーツを使う時、このファンを紫エールとしても扱う。
■このファンが付いているホロメンのアーツ-10。
このファンは、自分の〈ロボ子さん〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/COMMON/hBP03-110_U.png,hBP03-110_S.png;hBP03-110_U.png,
675,hBP03-111,ころねすきー,ころねすきー,サポート・ファン,,C,,,,,,ブースターパック「エリートスパーク」,"このファンが付いているホロメンのバトンタッチに必要な無色エール-1。
このファンは、自分の〈戌神ころね〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-111_C.png,hBP03-111_C.png;hBP03-111_S.png,
676,hBP03-112,わためいと,わためいと,サポート・ファン,,U,,,,,,ブースターパック「エリートスパーク」,"相手のターンで、このファンが付いているホロメンがダウンした時、このホロメンの黄エール1～2枚を、自分の他の〈角巻わため〉1人に付け替えられる。
このファンは、自分の〈角巻わため〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-112_U.png,hBP03-112_P_02.png;hBP03-112_S.png;hBP03-112_U.png,
677,hBP03-113,Risuners,Risuners,サポート・ファン,,C,,,,,,ブースターパック「エリートスパーク」,"[ターンに1回]このファンが付いているホロメンにエールが付いた時、このターンの間、このホロメンのアーツ+10。
このファンは、自分の〈アユンダ・リス〉だけに付けられ、1人につき何枚でも付けられる。",,,,,,,JinArt こばやかわやまと,/wp-content/images/cardlist/hBP03/hBP03-113_C.png,hBP03-113_C.png;hBP03-113_S.png,
678,hBP03-001,姫森ルーナ,姫森ルーナ,推しホロメン,,OUR,白,,5,,,【使用可能カード】エントリーカップ「アヤカシヴァーミリオン」|ブースターパック「エリートスパーク」,,,[ホロパワー：-2] パソコンならわかるのら [ターンに1回]自分のデッキから、カード名に「パソコン」を含むアイテム1枚を公開し、手札に加える。そしてデッキをシャッフルする。,[ホロパワー：-2] ルーナイト集合 [ゲームに1回]自分のセンターホロメンが〈姫森ルーナ〉の時に使える：自分のデッキから、〈ルーナイト〉1～4枚を公開し、自分のホロメンに割り振って付ける。そしてデッキをシャッフルする。,,,,gaha,/wp-content/images/cardlist/hBP03/hBP03-001_OUR.png,hBP03-001_OSR.png;hBP03-001_OUR.png,
679,hBP03-002,獅白ぼたん,獅白ぼたん,推しホロメン,,OUR,緑,,5,,,ブースターパック「エリートスパーク」,,,[ホロパワー：-2] poi [ターンに1回]自分のアーカイブのエール1枚を、自分のバックホロメンの〈獅白ぼたん〉に送る。,[ホロパワー：-2] 狙撃 [ゲームに1回]自分のセンターホロメンの色が緑の時に使える：相手のDebut以外のセンターホロメンに特殊ダメージ100を与える。,,,,すなれ,/wp-content/images/cardlist/hBP03/hBP03-002_OUR.png,hBP03-002_OSR.png;hBP03-002_OUR.png;hBP03-002_SEC.png,
